genes	baseMean	log2FoldChange	lfcSE	pvalue	padj
LINC01968	LINC01968	4.33076912278113	0.327944672624194	0.176878499678578	0.0581029152970488	0.0853680764221077
LINC01970	LINC01970	5.45561952735824	0.114444214262302	0.154992403490172	0.452900505501691	0.53509300875821
LINC01971	LINC01971	2.16069343042003	-0.326558881267531	0.413121583048425	0.336950272100114	0.414579075699145
LINC01973	LINC01973	1.9334144426261	0.755595858868387	0.258177122211534	0.0021348028046921	0.00390166931203805
LINC01976	LINC01976	0.786430540016359	0.0679468090728161	0.546444431564996	0.877194608867075	0.912491906420687
LINC01977	LINC01977	165.132068738578	1.22098280014959	0.23759180429782	8.74974166003322e-08	2.48382255423884e-07
LINC01978	LINC01978	6.93734238089605	1.35882078984255	0.219747005532033	1.99919303715029e-10	6.9856201718032e-10
LINC01979	LINC01979	10.4972640258997	0.170235883434235	0.219649396008412	0.441004659073052	0.523237151277166
LINC01980	LINC01980	9.5108194339855	0.566725376937429	0.785076570928008	0.419601149072585	0.501239474310149
LINC01983	LINC01983	4.03134657858443	0.53825592575205	0.437701049732964	0.161233842021317	0.215937090929481
LINC01985	LINC01985	6.4488716878284	-3.48585682670113	0.231969475627025	2.24131224731624e-58	1.03208343263462e-56
LINC01987	LINC01987	0.887471922253127	-0.511622936478342	0.588361914293747	0.329808507757746	0.407003661708328
LINC01988	LINC01988	1.11230614171485	-0.239217146910415	0.320287455388604	0.45407536354564	0.536219511135199
LINC01990	LINC01990	9.99264993015291	-1.18387255201042	0.1373384208253	1.42028996633938e-18	8.40926748025984e-18
LINC01992	LINC01992	2.61154700805986	0.278721054140036	0.652691399705098	0.449755785770086	0.532049284621478
LINC01993	LINC01993	3.28238268649576	-0.334370115815637	0.203351384227486	0.0900820030862403	0.127511608995553
LINC01998	LINC01998	2.9015793728074	2.21830082945327	0.773494061703076	0.00259719894470455	0.00470037053781672
LINC02004	LINC02004	6.63980302694975	-0.825495916706705	0.249196522951634	0.000431675666976528	0.000857725630163248
LINC02005	LINC02005	11.2127252650018	-2.32996420553902	0.242549585137873	2.68381107559538e-23	2.11156208700272e-22
LINC02006	LINC02006	13.6012486844006	-1.68151266357784	0.273650136111605	1.73154584583067e-10	6.0816485090676e-10
LINC02008	LINC02008	1.67474870838192	0.0155819582156802	0.667781006936816	0.910961198721695	0.938206732855517
LINC02009	LINC02009	151.250622867341	-2.36117420719647	0.218015722521864	1.50146476666957e-27	1.46764238455692e-26
LINC02012	LINC02012	19.3356295875558	0.663455217229029	0.148847248017587	6.05819627888614e-06	1.46534512962731e-05
LINC02014	LINC02014	10.1876421619679	0.693483980061993	0.225780056169149	0.00136534805599662	0.00255749650425426
LINC02015	LINC02015	67.4604243874755	0.60027274129271	0.269246062891054	0.0187378859241125	0.0300705783775577
LINC02018	LINC02018	36.0719997320863	-1.61212960531181	0.110721530967337	5.65414501909733e-48	1.55852563211518e-46
LINC02019	LINC02019	42.3070960408306	-0.730823647668429	0.0899694072022674	3.10120431729644e-16	1.59781600642757e-15
LINC02021	LINC02021	54.5446193795619	-0.272336887379345	0.121795699950155	0.0249710872397344	0.0392716903203276
LINC02026	LINC02026	8.88830216466918	0.57500322152619	0.180594187804565	0.00110543412835304	0.00209336963583429
LINC02027	LINC02027	2.56855829197133	-1.56737931515229	0.853076116556504	0.00881236743441247	0.0148730254041232
LINC02028	LINC02028	31.1563564401467	0.451153086525004	0.131493281064347	0.000523796121802125	0.00102985766651093
LINC02029	LINC02029	0.801119221284429	0.212888315650826	0.5854215319498	0.58966622508675	0.667933315723164
LINC02033	LINC02033	8.30513154869286	-0.973736784081597	0.175300950881902	1.00885217359447e-08	3.08927674423487e-08
LINC02035	LINC02035	607.565077672219	-0.570909892749219	0.0598325132329413	1.2568049290267e-21	8.97735938497864e-21
LINC02036	LINC02036	47.3858506754624	0.401057497537609	0.207661482004132	0.0454619973754875	0.0683166285877503
LINC02037	LINC02037	5.60897347378249	0.996161521705424	0.301633577866583	0.000432331274086218	0.000858858302890636
LINC02038	LINC02038	1.94824067684534	0.0810156279686932	0.584694878711582	0.885595718428855	0.918977004859792
LINC02041	LINC02041	2.27576494320276	0.297366292439581	0.62475931469736	0.533821998090514	0.615138969125807
LINC02043	LINC02043	4.64009002206055	-0.687430916047164	0.236750129723777	0.00210547286644532	0.00385104980200874
LINC02044	LINC02044	6.82200487667575	-0.953011439116425	0.1358147829635	7.01871853442153e-13	2.91231938249228e-12
LINC02048	LINC02048	2.9625822619458	0.484351961678546	0.268473585954779	0.059194637561164	0.0868494174141456
LINC02050	LINC02050	1.02508298473559	-0.0495981276394845	0.702531114702817	0.55256393213649	0.632879601645463
LINC02054	LINC02054	3.10597753450448	0.301854901090856	0.197226305703126	0.110166378898224	0.153037708764856
LINC02055	LINC02055	13.5856077056366	-0.110560390817257	0.300580867587964	0.686452095831455	0.754979890190621
LINC02056	LINC02056	0.89642090775569	0.0238822918510036	0.545782332965024	1	1
LINC02057	LINC02057	0.968695053959739	-0.466252786575519	0.643491805589223	0.426410344107582	0.508206174615463
LINC02058	LINC02058	5.81211010091324	-1.83201539665921	0.495010953760996	7.22814786571089e-05	0.000156795343967899
LINC02060	LINC02060	0.760471527388354	-0.544771434556371	0.655918936739122	0.286205289341909	0.359484658956408
LINC02062	LINC02062	30.4708004469772	-0.490648924001003	0.0815214319743424	1.34489556455009e-09	4.40880901374805e-09
LINC02065	LINC02065	6.38437940620728	-1.12072498462102	0.267639971471833	9.52260336016063e-06	2.25821007062349e-05
LINC02067	LINC02067	3.04004578684651	0.642928051996464	0.268914081576224	0.0117155417643134	0.0193870260865164
LINC02068	LINC02068	12.6479472938258	0.566295479067129	0.163459392803358	0.000391867030770313	0.000782340382928313
LINC02069	LINC02069	2.0671790389411	-0.438958935307211	0.283596945243965	0.0991205778025957	0.138970791071551
LINC02073	LINC02073	10.8277051127005	1.20436603029268	0.193635824768968	1.44950227422839e-10	5.12719023085486e-10
LINC02076	LINC02076	10.4289757831318	0.0171755646682197	0.181072369030959	0.929181519771864	0.952737221962119
LINC02078	LINC02078	1.01439156601883	0.147868502275929	0.420263245876105	0.68117073269878	0.750197843788494
LINC02080	LINC02080	6.4492301742268	0.130697969595321	0.128195382856355	0.301295655838851	0.375756281297069
LINC02082	LINC02082	12.3512428085495	-4.19769829905505	0.323924552133067	4.9077812274722e-40	9.16871014841808e-39
LINC02084	LINC02084	17.9703826314781	-0.341555210563101	0.134614245285966	0.00999872271437356	0.0167283957230495
LINC02086	LINC02086	18.9009768979928	3.4936683099281	0.248039630335918	2.44196239050067e-46	6.15977175036065e-45
LINC02091	LINC02091	5.62795894789444	-1.55004119803102	0.263188487305403	7.36854325684716e-10	2.46535981341911e-09
LINC02094	LINC02094	0.454012672398318	-0.00436201646745213	0.738366018327857	0.914186145429553	0.940843146207146
LINC02097	LINC02097	10.2050769817006	-2.41768909738235	0.283850623284255	1.94373454986291e-18	1.14224281083254e-17
LINC02099	LINC02099	10.0222731560552	2.59643158527794	0.276011269514323	7.73378384900342e-22	5.58972544083397e-21
LINC02100	LINC02100	2.89919279150925	1.16318717739189	0.225116632177264	8.66231382728865e-08	2.4593989121874e-07
LINC02101	LINC02101	4.67534783988421	-1.26459108083001	0.218917763930575	1.87148615122025e-09	6.06368371396281e-09
LINC02102	LINC02102	10.3571123408639	-0.857087162288905	0.144302660090873	1.26566573763889e-09	4.15524218451536e-09
LINC02104	LINC02104	20.5138027694167	-2.07731184326334	0.227208056426099	2.07923338476492e-20	1.38374272962385e-19
LINC02109	LINC02109	4.55194536288914	0.0560801151293415	0.744441000115533	0.874780336471749	0.910551632605162
LINC02115	LINC02115	7.40688776986761	-0.724360647370628	0.300276084005732	0.00976452138423811	0.0163683129712083
LINC02126	LINC02126	12.0124533496943	0.819110559643527	0.209923763811597	5.57855283265786e-05	0.000122241477741462
LINC02128	LINC02128	7.96406196330512	-0.626749490276861	0.372751368628993	0.0563264790883627	0.0830582467981465
LINC02130	LINC02130	7.10245370143224	1.6878573046484	0.291368644645675	2.17812747715617e-09	7.01991052853621e-09
LINC02133	LINC02133	1.25375921134707	-0.0640872085496361	0.471004722422123	0.947384111858359	0.965734848985988
LINC02137	LINC02137	2.86141096383354	-0.0452139728429319	0.243316232035933	0.836522117454834	0.880543045027538
LINC02139	LINC02139	6.3136870193822	-1.6409839558944	0.208814930419501	6.81178319665108e-16	3.43405150035019e-15
LINC02145	LINC02145	16.9303004078481	-1.29384354479507	0.158336324575613	7.10984217170355e-17	3.80911329196025e-16
LINC02147	LINC02147	5.57062980697385	-2.32277933986645	0.259032197739538	1.49226941156549e-20	9.99888361879757e-20
LINC02148	LINC02148	0.885097967799116	-1.59249344681929	0.880075232791268	0.038041498706148	0.0579587110866329
LINC02150	LINC02150	0.965263121508272	0.124219296512986	0.576343757295017	0.782387065521747	0.837781417525885
LINC02154	LINC02154	24.4215571381568	1.24838167886746	0.489043157819723	0.00445628497591196	0.00783127202211918
LINC02156	LINC02156	7.11595162987619	-0.474558562113317	0.191466876637486	0.00998841157938026	0.0167158894333136
LINC02157	LINC02157	2.44906520210613	-1.51095678975886	0.254840965302685	5.46380239807102e-10	1.84412456392233e-09
LINC02158	LINC02158	3.42958567745874	-0.0518329833503037	0.198279282636594	0.799912963804287	0.852133553240882
LINC02159	LINC02159	9.32408297427519	0.0687233704965693	0.279356344115429	0.796400976477801	0.849591436554521
LINC02163	LINC02163	6.66450464722274	2.17107833730333	1.43887959981658	0.0466109161994787	0.0698561279567133
LINC02166	LINC02166	16.0226337898247	0.486534896830826	0.103458645124518	2.08360724887493e-06	5.26296481368915e-06
LINC02169	LINC02169	17.4505898967497	-3.05651022306442	0.80309649941777	1.19144452754008e-07	3.34249053755791e-07
LINC02172	LINC02172	4.74309136562974	-1.95042165273765	0.248298623880479	4.8292131504862e-16	2.45946317780738e-15
LINC02175	LINC02175	134.057619356704	-1.10112688322482	0.101710048574486	2.32888241714656e-27	2.25461064008727e-26
LINC02177	LINC02177	3.73786210839783	-0.671869016953278	0.263546195107018	0.00657746689038995	0.0112973344622943
LINC02181	LINC02181	2.88649862463304	0.0559624614345932	0.576001375432262	0.871966373797143	0.90833576274223
LINC02182	LINC02182	2.2349608671541	-0.327426290017204	0.328148826171965	0.305870699920016	0.380696744656555
LINC02183	LINC02183	5.70016912002483	-2.72958426105032	0.287059658854267	9.06051302292335e-23	6.89530972790369e-22
LINC02185	LINC02185	117.845896951862	-2.85272775121221	0.140200817566436	2.16469674163577e-86	3.75267158176221e-84
LINC02188	LINC02188	653.44793310295	-4.39444413837418	0.384543221128684	2.55790982202297e-29	2.73377095363682e-28
LINC02189	LINC02189	4.61173173696394	-3.57477663960055	0.6528834070517	1.30173457344448e-08	3.94716995540291e-08
LINC02192	LINC02192	0.474817337621869	0.0265665874209389	0.749432738029176	0.890786155151403	0.922776073608758
LINC02193	LINC02193	19.6139306398317	-0.0749622318035043	0.105257211877873	0.471254977729428	0.553556723931352
LINC02195	LINC02195	2.77399480022516	2.06206832872846	0.413484289465713	2.34344010345598e-07	6.41800970020296e-07
LINC02196	LINC02196	1.34189654616884	0.116621035103256	0.665220163210082	0.796084682768297	0.849328309584313
LINC02197	LINC02197	11.6021742954697	0.456886153195154	0.639431694719031	0.327030539678277	0.403891567512563
LINC02198	LINC02198	9.56621365612195	-1.19883086408395	0.245458252256138	3.20081339679476e-07	8.66677634006943e-07
LINC02201	LINC02201	2.25509038944467	2.49393659039006	0.509964800287111	5.72236123329814e-07	1.51770890217181e-06
LINC02202	LINC02202	130.288663856632	-3.16468888625014	0.180668875565415	2.47365286482382e-65	1.55659668264225e-63
LINC02204	LINC02204	4.46739701648235	-1.22777096047132	0.157733650309477	1.27757078764403e-15	6.3350099418159e-15
LINC02207	LINC02207	8.29862565264824	-1.17228359838444	0.163390588852619	2.28383002735924e-13	9.78764528811917e-13
LINC02208	LINC02208	5.47225011133966	0.0936175154538841	0.212588606368771	0.646919935004426	0.720440971829939
LINC02210	LINC02210	798.943941452607	-0.347195060089771	0.0733061442477905	1.96352573765803e-06	4.9727934483154e-06
LINC02211	LINC02211	8.05212818980521	-0.123761709275199	0.205482052249926	0.545127203106077	0.62606512966734
LINC02223	LINC02223	2.93472366267093	1.44286455328347	0.337936137476307	4.98385156251636e-06	1.21512520171245e-05
LINC02224	LINC02224	164.286409065123	1.20349115752154	0.493704546160564	0.00471727765858535	0.00825955660936088
LINC02225	LINC02225	1.0157389482587	-0.597126219682707	0.884720074792308	0.226505742075248	0.292136235174731
LINC02227	LINC02227	7.22948203966497	-2.88898159865131	0.376793850073819	2.5436401539719e-15	1.23991501096094e-14
LINC02228	LINC02228	10.0104978076261	0.138434989071392	0.463228581449062	0.651822489929019	0.724827920521326
LINC02233	LINC02233	20.0285463424089	-0.839009735377331	0.694403900533996	0.131047428487891	0.179103891964534
LINC02234	LINC02234	11.6058343333	-1.51122555593882	0.154568406512812	2.89246296779067e-23	2.26927945957002e-22
LINC02235	LINC02235	12.1975266410121	-0.971669399983246	0.125242673290986	3.12456488531041e-15	1.5141167055221e-14
LINC02236	LINC02236	26.9108709211246	1.66303746432548	0.157501879164904	1.56470806420354e-26	1.45544189086161e-25
LINC02237	LINC02237	36.7094519319146	-5.9716366741587	0.461620327285996	2.137143198253e-40	4.08761866988736e-39
LINC02240	LINC02240	26.8889029938648	-3.27411229631925	0.288086706116101	5.75719651319312e-31	6.70188461781022e-30
LINC02241	LINC02241	1.51632614985381	0.0682598276965347	0.437930797785205	0.828212329430864	0.874294171228396
LINC02242	LINC02242	2.98949807376692	-3.81932579169959	0.445902155523345	2.854630960079e-19	1.77174489124594e-18
LINC02243	LINC02243	0.476931835064499	-0.185050778200403	0.760155904175232	0.679463486549318	0.748733382888382
LINC02244	LINC02244	2.74434093578791	-0.178724452792993	0.276087929734686	0.509597681951812	0.591348012279362
LINC02245	LINC02245	107.143628552814	0.786759225499702	0.0826290963836811	1.64845540590894e-21	1.17063504879457e-20
LINC02246	LINC02246	13.1656210073779	0.341102066842305	0.142914409997855	0.0152624859399297	0.024818733458967
LINC02250	LINC02250	1.64111493242629	-0.390430105314895	0.271497199706365	0.131472484224686	0.179587655643338
LINC02251	LINC02251	3.67620700768747	-1.95651139048607	0.44677786508768	4.07442943990965e-06	1.0014052202544e-05
LINC02253	LINC02253	4.22828962159338	-0.399475773863907	0.660763923849182	0.430294864301739	0.512335124773786
LINC02254	LINC02254	4.29338862916253	-3.19037452654788	0.373840846968439	5.90748679158074e-19	3.59212982091219e-18
LINC02256	LINC02256	17.2978218373185	-1.29006101776391	0.107574694564129	9.22620708092803e-34	1.254459105794e-32
LINC02257	LINC02257	11.7895718363499	2.02105808022413	0.296979768672741	1.82953862534834e-12	7.39109361268495e-12
LINC02259	LINC02259	1.82085592758941	-0.351985469183813	0.194187680313737	0.0629914161635421	0.0918711412332426
LINC02261	LINC02261	1.35218136842303	-0.912871877555359	0.927985135387839	0.169870697453592	0.226210687029645
LINC02265	LINC02265	3.54152180311084	-0.397429859315591	0.258033263358707	0.0967024558547503	0.13592537167342
LINC02266	LINC02266	10.7245523090199	-0.812540877772734	0.247688977746309	0.00168599141524918	0.00312451325264828
LINC02268	LINC02268	5.16224539902342	-1.53325934252401	0.213954504815872	1.35044031076112e-13	5.86855758049486e-13
LINC02269	LINC02269	1.64733851213833	0.230472094122005	0.649438628750707	0.630562498096786	0.705528252896948
LINC02273	LINC02273	18.6912411215359	0.310337351884495	0.185307275600555	0.08526899327153	0.121325204065486
LINC02274	LINC02274	1.66375496208783	-1.36890697289596	0.311511600693998	4.94133627098365e-06	1.20517487740232e-05
LINC02275	LINC02275	2.75484307169808	-1.45153216888587	0.480605139048023	0.000914903357449848	0.0017505576603481
LINC02278	LINC02278	8.59412121151361	1.95467465657797	0.233219037437662	1.2706927880833e-17	7.11045102065916e-17
LINC02280	LINC02280	8.32377325440378	1.04623538449923	0.224275356041127	1.33640534602727e-06	3.43798465572521e-06
LINC02284	LINC02284	3.32992004175543	-1.78565749594029	0.200676685682509	1.78284453184482e-20	1.19097651810903e-19
LINC02285	LINC02285	4.6352402649476	0.276115182885277	0.144639324601707	0.0518146114336889	0.0769796560810119
LINC02287	LINC02287	0.752260756689186	-0.00405165494372444	0.71362027018088	1	1
LINC02288	LINC02288	13.5772760801534	-1.52693948338511	0.147305028050873	6.27683809045047e-26	5.66710183989739e-25
LINC02289	LINC02289	76.1525799066604	-2.05690672171797	0.156245312664563	3.01420980787098e-39	5.42205136598969e-38
LINC02290	LINC02290	2.98355570201064	-0.0939693879712041	0.30454623319323	0.739727864126826	0.801755368379209
LINC02292	LINC02292	10.7166269411795	-0.416670683346075	0.234336456531268	0.0637411739560076	0.0928956818987146
LINC02293	LINC02293	1.75251204527382	-0.764386675099089	1.08370341774601	0.23107357427102	0.297398535340804
LINC02298	LINC02298	37.7768843498792	-0.573916710912754	0.161296276253441	0.000259455499251496	0.000529069003691931
LINC02300	LINC02300	2.56505261498935	-2.03522642558328	0.966442209386187	0.0179651577009282	0.028885555903311
LINC02301	LINC02301	7.87484647616374	-3.15092238313137	0.414782818959757	1.52146600779199e-15	7.51699432321373e-15
LINC02302	LINC02302	17.2513443837372	-2.4946288967418	0.417470397981834	3.32768581793239e-10	1.14545073925617e-09
LINC02303	LINC02303	74.0263892429921	-2.36702245141266	0.6611436463946	0.000148203261777748	0.000310811145867879
LINC02306	LINC02306	44.1907547523282	-1.31987764810968	0.53933967368622	0.0143389625903194	0.0234169231072125
LINC02308	LINC02308	8.84972280955434	-1.82156314519059	0.241323554439845	5.99267522701606e-15	2.84815158451045e-14
LINC02313	LINC02313	1.8255306169248	-1.10695721610619	0.362878096417348	0.00135123649556799	0.00253213642781697
LINC02315	LINC02315	7.3089167182011	-1.70239974712381	0.547324321747968	0.000505523121432567	0.000995923635979207
LINC02316	LINC02316	1.10902505404712	-0.449038758774406	0.360662617923827	0.189148954262608	0.248856129743197
LINC02318	LINC02318	1.43765017260446	-0.153321566039331	0.437922585386452	0.711607690213414	0.777154086280269
LINC02320	LINC02320	1.0402313556774	-0.268981558312022	0.469575072916935	0.5112883351918	0.593018004462235
LINC02321	LINC02321	12.8671138175545	1.90695896904313	0.167675573705308	1.81018470902812e-30	2.05578619893319e-29
LINC02323	LINC02323	3.5313177134307	-0.882850323743329	0.321856837012774	0.00228897824771052	0.004170945781651
LINC02324	LINC02324	1.95239681642913	0.817224507648219	0.294491792151781	0.00323201305084992	0.00578266424887723
LINC02325	LINC02325	8.115171367473	0.323467240065338	0.202867452025073	0.0972948576058547	0.136644002987612
LINC02327	LINC02327	3.20132368802012	-0.00302924953005404	0.745513245242188	0.963725996616595	0.977911899350905
LINC02328	LINC02328	36.4037906724014	-1.16207904936549	0.10918735936684	8.19829046833344e-27	7.74185694025667e-26
LINC02331	LINC02331	11.7742611027168	-0.781667880246726	0.321433261760518	0.0074593307765894	0.0127168932179948
LINC02332	LINC02332	0.808453445157732	0.438497148178492	0.800378454810193	0.394477495351376	0.475176151200703
LINC02334	LINC02334	8.84065817169391	-0.635562546785675	0.179606111653251	0.000261411684060628	0.000532873606940118
LINC02340	LINC02340	7.64699018388178	-0.091848043893491	0.184870714848845	0.601695369747311	0.679231254823598
LINC02341	LINC02341	2.41619948676108	2.62130830688482	0.378556429128213	1.64938965873513e-12	6.68024430570257e-12
LINC02343	LINC02343	91.5150949295644	-0.267836220095119	0.283191158822969	0.294099337669168	0.367884234460602
LINC02344	LINC02344	1.06020253045807	-0.568825454248021	0.459829686793671	0.182023321786227	0.240582082257724
LINC02345	LINC02345	15.7165983750739	0.924016883375202	0.186582029670852	3.17898539941783e-07	8.61096956574844e-07
LINC02346	LINC02346	4.32785389540417	-4.44846647548945	0.540045526947862	7.40695655547834e-17	3.96408926429315e-16
LINC02348	LINC02348	38.9139383066717	1.24845730565499	0.239326283764295	5.48551036608115e-08	1.58402118148493e-07
LINC02351	LINC02351	17.4683773991815	-3.31040300256677	0.292732927419646	1.92760603568839e-31	2.30927464268699e-30
LINC02352	LINC02352	37.3233239615799	-1.61901159671956	0.163701089104802	1.81869361715142e-23	1.44340439341472e-22
LINC02354	LINC02354	3.94269165039117	0.392558537362636	0.211459880298499	0.0541931519673261	0.0801765737669213
LINC02355	LINC02355	0.908703364158355	-2.09143728053279	0.929900679054865	0.0087121947774196	0.0147130876416334
LINC02356	LINC02356	6.83047427878732	-1.53273244410316	0.165129359934663	1.36323741029525e-21	9.72189776468874e-21
LINC02361	LINC02361	62.5118236405704	-0.0681836856829557	0.113281443977232	0.541513559145179	0.622561913434845
LINC02362	LINC02362	58.1049255690206	-0.961944490138971	0.195916551527091	4.21374011452324e-07	1.13021554152533e-06
LINC02363	LINC02363	19.6755628794921	-0.133448605408962	0.128637852713936	0.288823753150605	0.362361715274981
LINC02365	LINC02365	1.09675153964587	0.650116030556825	0.550028401941012	0.177334484850405	0.235131750777391
LINC02367	LINC02367	26.3280948315212	-0.967575890546708	0.124212625265991	3.14867311536292e-15	1.52496336243234e-14
LINC02371	LINC02371	13.9955501474943	-1.22987442144945	0.11384050769986	6.57873586479197e-28	6.54082074383942e-27
LINC02373	LINC02373	1.82302682384261	-0.108132995364052	0.25094892517592	0.629368085203395	0.704555168662533
LINC02381	LINC02381	731.656877042334	-0.62636194396344	0.101348199987223	4.55115662719796e-10	1.54567995890575e-09
LINC02384	LINC02384	39.6087090523925	-1.08739192390245	0.159722672112605	4.3107424021108e-12	1.6967101285548e-11
LINC02387	LINC02387	0.796135105068124	-0.560537294102088	0.652491649252577	0.31119911422739	0.386498917459233
LINC02388	LINC02388	8.53618533809912	-1.19053361360288	0.25398427851732	9.34735299555441e-07	2.43908462102694e-06
LINC02389	LINC02389	7.50522430410589	1.28188738875188	0.294042188295634	4.50489892030023e-06	1.10253114405825e-05
LINC02390	LINC02390	1.77624439897381	0.192098011231849	0.257715149208947	0.434447826646932	0.51655277975023
LINC02391	LINC02391	21.4384188169169	-1.5260094048365	0.157527903933847	1.46349789126855e-22	1.10073591928354e-21
LINC02392	LINC02392	0.874934175024813	0.264233963672037	0.627699106452551	0.583110430148872	0.661842877020825
LINC02395	LINC02395	1.69824120584624	-1.09852864586962	0.414033971439858	0.00348796701778555	0.00621483039016455
LINC02397	LINC02397	12.1404015162639	-0.345488558342437	0.243198879322077	0.133698142854318	0.182325023022518
LINC02398	LINC02398	1.24864694499556	-0.933724516019581	0.880113964688478	0.0672808604972558	0.0975758717033197
LINC02405	LINC02405	2.70554048315465	-1.15874003746941	0.540807752818153	0.0141032896323688	0.0230663107731917
LINC02408	LINC02408	10.978249673336	3.74978200401043	0.218128124687264	2.90039170594924e-71	2.45976864942194e-69
LINC02410	LINC02410	1.08621647103745	-0.613139461893953	0.618844012265784	0.261198044161731	0.331607870181634
LINC02412	LINC02412	7.08212530568568	-0.208433239381191	0.229078034127043	0.332816752405997	0.410206825666124
LINC02413	LINC02413	1.14358721888147	0.0547736450675183	0.453630162218352	0.869841152365826	0.90668275033652
LINC02416	LINC02416	2.6368856479093	2.23879244628309	0.406235396612255	2.03756311641142e-08	6.08498730044669e-08
LINC02418	LINC02418	2.97351401542578	1.64848349100193	0.941797174371332	0.0327774835800494	0.0504801509736727
LINC02419	LINC02419	1.0101788595635	-1.97919966712683	0.562746105522319	0.000228811196183951	0.000470268376419215
LINC02421	LINC02421	4.36579087066448	-0.553659893504613	0.156856506854998	0.000292618939905652	0.00059300147898478
LINC02422	LINC02422	11.1955669371436	-0.164732560635272	0.133139827710249	0.207941173763447	0.270959455053217
LINC02427	LINC02427	19.1197426722913	-1.07858167423093	0.138687664937595	2.5870262073282e-15	1.26019534190306e-14
LINC02428	LINC02428	9.89677312187528	-0.761387831528245	0.2468334086312	0.00120073252978098	0.00226437934814186
LINC02432	LINC02432	137.063482673694	-1.15379676035284	0.238296559011673	1.3413904951886e-07	3.74887583865536e-07
LINC02433	LINC02433	14.9568595251245	0.258353625119806	0.376456420251706	0.441584143883091	0.523756931208647
LINC02435	LINC02435	2.3568532004222	-0.940768648203413	0.369780711686083	0.00560771685728319	0.00971665392737972
LINC02437	LINC02437	8.00151808707704	0.137297195725285	0.482740998990751	0.925490560613289	0.949713422397613
LINC02446	LINC02446	30.0135986801461	0.493566740499031	0.17764955790824	0.00421040441005262	0.00742018996170383
LINC02447	LINC02447	44.4021122771883	-1.06412030147512	0.113477866510331	3.13362191838465e-21	2.18839927218944e-20
LINC02449	LINC02449	39.7117998089449	-0.326316708230189	0.140328183689419	0.0175866246748612	0.0283000856179855
LINC02450	LINC02450	3.94080303425826	0.959560721087426	0.235594652322722	1.86634196210049e-05	4.29121536243963e-05
LINC02452	LINC02452	2.13879425441572	0.0298779348883341	0.225485825138185	0.88406136338314	0.91789971694315
LINC02453	LINC02453	24.4034676266289	-0.851342901710635	0.102389202602013	4.60257731256679e-17	2.49303333832018e-16
LINC02454	LINC02454	5.71968356587105	-1.14257951678963	0.173590993231176	1.37043223152741e-11	5.20405195618671e-11
LINC02456	LINC02456	0.976449969194893	-1.09552280115359	0.985935186224254	0.139316289669158	0.189234927951673
LINC02457	LINC02457	3.08528281567814	-0.537292246626424	0.260166243298905	0.0279110872390857	0.0435602647930391
LINC02458	LINC02458	13.8578723895205	-2.02248256389404	0.181320266805119	1.23485264711613e-29	1.34495115076261e-28
LINC02461	LINC02461	5.93388847743568	2.25282044279843	0.361310375315681	7.21925922615858e-11	2.60972199256974e-10
LINC02463	LINC02463	3.5567466782075	1.01289765191649	0.32263633582868	0.000575688625736333	0.00112724811744452
LINC02468	LINC02468	1.31579420201159	0.336559327060816	0.647241432571354	0.636911701364702	0.71126633569416
LINC02469	LINC02469	0.87200392326051	-2.6048114695588	0.914447306959025	0.0034918329397777	0.00622046503703598
LINC02470	LINC02470	2.32154456488575	1.27766269252405	0.577027571690348	0.0118368545162693	0.0195749525353222
LINC02473	LINC02473	23.2364137568576	-0.462165717494198	0.296517196664497	0.0819026266838018	0.116897505556245
LINC02475	LINC02475	11.7200440237051	0.6046400087192	0.489229295566116	0.148862157378028	0.200835852274596
LINC02477	LINC02477	1.17825725173785	-0.0434725880433908	0.741295254398937	0.879319332943364	0.914191210299332
LINC02478	LINC02478	14.8604519360621	-2.19346534853115	0.220568505760987	2.22037532202665e-24	1.84111543407907e-23
LINC02481	LINC02481	31.2992499981979	0.676114765839694	0.114798143930077	2.60937100103429e-09	8.3624159499921e-09
LINC02482	LINC02482	51.8932332397704	0.131021229836702	0.0887407343639857	0.137077796173658	0.186480853272866
LINC02487	LINC02487	76.5832063251823	-0.883489646225296	0.185916080571566	1.0107422879594e-06	2.62907480241866e-06
LINC02489	LINC02489	10.7976011960536	3.37775633110591	0.343776647610967	1.35667600931388e-22	1.02300313580779e-21
LINC02492	LINC02492	2.82189744126141	0.141353461149908	0.44188214644182	0.789516682594995	0.843746448687659
LINC02495	LINC02495	10.4804404359053	1.89811959108446	0.28218439919343	6.00345347444793e-12	2.33643812175472e-11
LINC02506	LINC02506	12.4642948826153	0.065191329093791	0.430185974417123	4.58315510499467e-05	0.000101333716966637
LINC02507	LINC02507	0.921224032537862	0.0676189590092637	0.47534053509648	0.873098401206148	0.909273954845851
LINC02511	LINC02511	54.6204571649754	-4.84300562048534	0.253348308852612	1.76954235076315e-79	2.20351638150489e-77
LINC02515	LINC02515	45.2933413969493	-2.75466745404683	0.252926462736836	8.71210512752398e-28	8.60865040052767e-27
LINC02516	LINC02516	9.04068313195243	0.406317104059024	0.19148744769264	0.0282235928312764	0.0440072025253776
LINC02518	LINC02518	9.97178084729461	-2.83468336844829	0.272948308806489	9.02036596082432e-27	8.49547915325039e-26
LINC02519	LINC02519	16.7203517716196	-0.31706385175627	0.165349174418062	0.0488061641397572	0.0728805470085087
